음식점,사용자명,리뷰,_merge
지지고 광운대점,해삐쥬쥬,맛있긴 한데 제입맛엔 잘 안맞는거 같아요ㅠㅠ 간이 쎄더라구욥 ㅠ,both
지지고 광운대점,jun****,맛있었어요!! 사장님 친절하세요ㅎㅎ,both
지지고 광운대점,고미4571,물 500원이 아쉽네요...,both
애슐리퀸즈 이마트 월계점,만두바야바,"초밥기계가 고장나서 좀 아쉬웠지만, 
대체로 음식은 다 신선하고 맛있었어요^^
평일인데도 졸업식날이라 사람 많았다는.
예약필수입니다.",both
애슐리퀸즈 이마트 월계점,가을아침78,"음식도 맛있고 직원들도 친절해요
애슐리는 월계점이 최고인듯..",both
애슐리퀸즈 이마트 월계점,Alloydesign,퀸즈 중에서는 월계점이 최고인듯해요  만족,both
애슐리퀸즈 이마트 월계점,no****,"모든 메뉴 괜찮았어요~
초밥은 좀 아쉬워요~
등갈비(?) 맛있고요~ 미역국하고 전복내장죽 맛있네요~
맥주 무제한 만족해요
맛있게 잘 먹었습니다~",both
애슐리퀸즈 이마트 월계점,새우맛쿠키,예약하고 갔어요 따로 요청 사항이 있었는데 미리 준비해주시고 정말 감사했습니다! ^^ 다음에 또 방문할게요,both
애슐리퀸즈 이마트 월계점,dbsgmldlstjr,"고 물가 시대에 
가성비 좋은 곳~
",both
애슐리퀸즈 이마트 월계점,항상감사77,오랜만에 애슐리퀸즈 월계점 들렸어요. 일요일저녁이라 사람들 엄청 많네요. 타코 만들때 과콰몰리말고 새로운 시즌메뉴인 치즈**올려서 먹으라고 사진첨부해서  친절히 안내되어있어요. 맛은 이국적인맛! 이것구 맛있고 타코옆레 고기랑 파프리카랑 양파볶은것넣고 과콰몰리랑 샤워크림소스넣어 먹으면 환상입니다. 초밥코너에 쌀국수도 고수잔뜩올려서 맛있게먹었어요!직원분들 넘 힘들어보여서 안쓰럽네요 사람들 너무 많아요~~,both
애슐리퀸즈 이마트 월계점,꿀돼에지,"사진은 없지만 맛있게 먹고 왔습니다
남편, 아기랑 이마트 방문할때 종종 가는데
아기의자도 구비 되어있고
음식 치워주는 로봇 기계도 있어서 너무 편해서 좋네요
(아기가 기계를 무서워는 하지만요)
그래도 다음에 메뉴 바뀌면 또 갈거에요😀
사진 없어서 아쉽네요
아기 사진뿐이라..",both
애슐리퀸즈 이마트 월계점,79YOU,맛있어요^^,both
애슐리퀸즈 이마트 월계점,fb****,"평일에 한번 가보고 주말 첨갔는데
주말 음식이 훨낫네요
조만간 한번더 가야겠어요",both
고센 기와집갈비,dor****,"일단 강추 박고 시작합니다..
이 근처에 이런 곳이 있는줄 상상도 못했어요. 엄청 고급스러운 외관에 들어가니 더 고급지더라구요. 식사 대접할 분들 무조건 여기로 가세요..
음식 하나하나 정말 맛있고 무엇보다 사장님이 음식에 진심임! 밥 직접 도정한 쌀로 만드시더라구요? 도정 기계 가게에 있는거 처음 봤어요 ㅋㅋ 된찌 필수.. 냉면 필수!! 진짜 엄청 친절하신데 부담스러운 친절이아니라 더 좋아요! 고기는 앞으로 여기로 먹으러 갑니다!! 너무 기분 좋게 잘 먹고 왔어요. 엄마도 여기 너무 좋다고 극찬을 해서 더 뿌듯해요! 엄마랑 또 갈게요 사장님~! ",both
고센 기와집갈비,Nowon집사의취미,"소고기 양념도 잘배고 엄청부드럽고 
반찬들도 다엄청 맛있어요!!
밥도 고급스럽구 된장찌개도 맛있고 
부모님 모시고오기에 정말 좋은곳 이네용
야외인테리어도 외국여행 온것같았어요
재방문 100프로입니다!!대만족이에요",both
고센 기와집갈비,케로로0,굿,both
고센 기와집갈비,장위초등학교83,"맛있게 잘 먹었습니다
수고하세요",both
고센 기와집갈비,jjm****,제 입엔 쏘쏘~소갈비를 시켰는데 돼지갈비를 잘못 주셨나 싶게 부드럽지도 않고 구워주지도 않아서 불편했어요,both
고센 기와집갈비,은설푸디,장위동쪽에는 밥먹으로 갈 일이 별로 없었는데 이번에 갈비집이 맛있는데가 있다고 해 일부러 찾아간 은설푸디의맛집탐방 맛있는 곳이라면 어디든 가는 은설푸디 생갈비와 양념갈비 저는 개인적으로 생소갈비 크기의 압도 ㅋㅋㅋ 정말이지 다른 갈비집 가면 뼈도 작고 뼈가 작으면 고기 비주얼 자체도 작아서 조금 약해 보였는데 여기 고센 기와집갈비는 그런 걱정을 안해도 되는 곳이네요 서울 성북구 한복판에 100년이된 한옥으로 매장을 운영 하시는데 꼭 비교는 그렇지만 100년 고찰?같은 느낌 입구에서 매장쪽 들어가면 가운데 소나무 대나무 물레방아가 자리잡고 있는데 기와집갈비의 품격을 더 올려주는 느낌 서울에서는 볼수없는 곳^^저는 개인적으로 소금에 찍어먹는 생소갈비가 더 맛있게 먹었습니다.아~갈비드심 냉면포함 이라 더 좋았네요,both
고센 기와집갈비,tjd****,맛있어서 자주와요~~ 소갈비 최고👍,both
고센 기와집갈비,ado****,불고기전골이 맛있었어요.,both
고센 기와집갈비,BI지니,"동네 지나다니면서 여러번 지나쳐간 곳인데 짝꿍이랑 기념일을 맞아 찾아오게 되었어요!

매장이 넓어 단체 모임하기도 좋아서 저희 뒷쪽에서는 케이크 가져와서 생일 파티도 하더라구요

저희는 소갈비와 하이볼을 먹었는데요, 소갈비살이 정말 부드럽고 양념도 달짝지근하니 맛있더라구요

글자가 써져있는 버섯도 먹을 때 재밌어서 좋았어요ㅎㅎ

소갈비를 주문하면 1인분 당 후식냉면 1개가 서비스여서 비냉 물냉 둘 다 시킬 수 있었어요

하이볼은 백세주가 들어갔다고 하는데 일반적인 하이볼과 맛이 달라서 특이하더라구요!

넘 잘 먹어서 다음에 또 방문하게 될 듯해요👍👍",both
고센 기와집갈비,ahsirjd,"정말 멋진 한옥집에서 정말 맛있는 갈비를 먹고 왔어요!!
다음에도 또 가고 싶은 집!!",both
고센 기와집갈비,wjdghrla,"매장 분위기에 취하고
목살없는  순수한 돼지갈비는 
훌륭한 양념맛에 참숯불향을
입히니 더할나위없는 식도락을
충분히 즐길수 있음",both
고센 기와집갈비,비풍초70,냉면 진짜 맛있어요~,both
고센 기와집갈비,Claire4817,고기가 양이 많고 질도 좋아요. 아이가 잘 안먹는 편인데 공기밥 한공기 뚝딱했어요. 직원분도 친절하시고 냉면도 시원하고 맛있더라고요♡♡ 특별한 날 또 가고 싶은 고기집입니다,both
고센 기와집갈비,goh****,진짜 너무맛있어요!! 양념소갈비2인분+후식냉면+후식된찌+밥 시켜서 배터지게 먹고왔어요! 고기 퀄리티가 좋아서 갈비가 엄청 부드러워요!!! 된찌 ㅈ국물 진하고 맛있더라구요! 사진보니까 또먹고싶네요!!,both
고센 기와집갈비,라라라53,너무 맛잌ㅅ게 잘먹었어요,both
고센 기와집갈비,라꿈,"엄청 맛있고 뷰도 서울 한복판이지만 좋아서
숲속에서 먹는 기분이었어요~~~~
직원들도 친절하고 모든 메뉴 다 맛있어서
아주 맛있게 먹고 갑니다!",both
고센 기와집갈비,다니에르l,소문듣고 강남에서 넘어와서 먹어본 #성북구맛집 고센기와집갈비 완전 맛있어서 감탄합니다! 특히 된장찌개와 소갈비 궁합은 예술이에요!^^ 다시 와서 한잔 하고픈 #장위동맛집 기와집갈비집 짱짱 강추 합니다!!💖🔥👏🏻🙏🏻🥰👍🏻😋🌼♨️🌸😍💯😎,both
고센 기와집갈비,rud****,너무 맛있게 먹구 갑니다!,both
고센 기와집갈비,gkh****,된장찌개  가성비  굿 ~~~,both
고센 기와집갈비,Review집사,"고기질 엄청 좋고 아주 맛있게 잘먹었어요!

반찬도 하나 하나 다 고급스럽고 맛있어요

밥도 특별하고 된장찌개도 맛나요!

옆에 풍경도 너무 이쁘고 잘되어있어요",both
고센 기와집갈비,미리해봄,"서울에 이런곳이??
남양주 살던 사람으로 서울에도 이런 곳이 있다는 것이 놀라움!! 맛은 당연!! 울엄마 데려왔음 진짜 좋아했을텐뎅.. 곧 어버이날이라 부모님도 같이 오면 진짜 굳",both
고센 기와집갈비,신나는 너굴,"맛있어요.
인테리어도 멋스러워요",both
고센 기와집갈비,참솔아,너무 친절하신 직원분과 고기맛 최고💓,both
고센 기와집갈비,kyy****,너~~~무 만족스러운 갈비집이였습니다 ❤️  다음에 부모님 모시고 한번 더 올게요 ~,both
고센 기와집갈비,gkh****,가성비 좋아요 ,both
고센 기와집갈비,진1472,맛있어요,both
고센 기와집갈비,sun****,찐맛집입니다❤️😊,both
고센 기와집갈비,Yeoranyu,맛있고 친절해요~^^,both
고센 기와집갈비,소소희희,"고택 분위기와 갈비  그리고 냉면
갈비랑 냉면 맛집임
친절하고 분위기 있어서 부모님과 가기 좋은듯😀 ",both
주공 장위직영,갈갈갈28,지나가면서 사람들 많은것만보고 처음 와봤는데 너무 맛있어요!!,both
주공 장위직영,oh42,"미나리와 함께 구운 돼지고기 너무 맛있습니다
피곤한 퇴근길이 즐거움으로 마무리되는 기분좋은 하루를 선사해주셔서 감사합니다😄",both
주공 장위직영,woo****,"삼겹살이 적당히 두껍고 김치와 적절한조합이 아주 좋았습니다
공기밥도 고기랑 야채쌈먹기에 딱알맞아요
잘먹고갑니다~~
",both
주공 장위직영,skfka519,"언제 한번 와봐야지했는데
웨이팅이 있던 고기집
와서 먹어보니 줄이 길던 이유를 알겠네요
맛잇어요 !!",both
주공 장위직영,히로75,가족끼리 식사장소로 딱이예요!,both
주공 장위직영,뽀이햅피,원래 자주 가던곳인데 바뀌어서 가봤어요 직원분들 어디서 구하셨는지 다들 너무 친절하시고 볶음밥장인bb 덕분에 둘이서 기분좋게 5인분에 볶음밥까지 딱 깔끔하게 먹고나왔어요 서비스도 감사했습니다 종종 찾아갈게요😉,both
주공 장위직영,북극곰세마리,여기 노래모냐 ㅋㅋ 완전맛집임 옛날마이마이서듣던노래ㅋㅋ 간만에 추억돋네 고기도 옛날식 좋았음.. 고추장ㅎㅎ 사장님이 내또랜가 봐요.,both
주공 장위직영,바이올렛쭌,"친절하시고 고기도 너무 맛있어요~
두번째방문입니다😍",both
주공 장위직영,히히7367,"집근처여서 남편이랑 고기 먹으러 와ㅛ는데 미나리에 삼겹살 먹으니 아주 맛있어요!!!
직원분들도 엄청 친절해여😄👍👍",both
주공 장위직영,hwk86,"고기가 너무 신선하고 맛있어요☺️👍 
콩나물 김치랑 함께 최애조합 💙
직원분들도 너무 친절하시고 매장도 깨끗해요
단골 등록 !!!!🎉",both
집으로 간장게장 광운대점,로또리69,굿,both
남해바다마차,JOHNMARSTON,겨울 대방어 맛집이지만 방어가 아니라도 훌륭하다. 신선한 회에 소주 한잔 곁들이기 좋은 곳. 거기에 해물라면도 푸짐하니 맛있다.,both
남해바다마차,flrnrn,"처음 방문한 곳인데 완전 만족하고 왔어요.
기념일 맞아 찾다가 발견해서 방문했는데 플레이팅도 예쁘고 회 질도 맛도 최고였습니다.
별다른 스끼다시가 없긴한데 없어도 먹을게 워낙 많아서 충분히 괜찮습니다. 완전 강추합니다.",both
남해바다마차,clara0306,한상차림 시켰는데 가성비 좋고 정말 신선했어요! 마무리는 매운탕까지 시켰는데 국물맛도 최고였어요~사장님도 친절하셔서 기분좋게 식사했어요! 다음에 재방문 의사 또 있어요!! 너무 만족스러운 식사였습니다❤️🫶🏻,both
남해바다마차,rla****,"방어 시즌이 끝나고 타입에 변화가 생겼네요.
항상 친절하고 장사 잘 되는 집!",both
남해바다마차,찬란한282,"한차림 메뉴 시즌이 시작됐네요.
여러 종류의 맛있는 숙성회를 맛볼수 있고 
퀄리티 좋은 다양한 해산물도 접할수 있는 핫플레이스!
숙성회 못지않게 해산물도 맛집이니 참고하세요.",both
남해바다마차,미식가콩순,맛있었어요. 운좋게 웨이팅 없이 바로 들어갔어요. 친절하고 음식도 맛나서 다음에 또 가야겠어요.,both
남해바다마차,o무아지경o,"주방이모가 째려봐서 회 얹힌 썰ㅋ
10:30 pm 도착, 라스트오더 11:30 가게 마감 11:50
네이버에도 그렇게 나와있고 자리잡기 전 안내받았어요 어차피 빨리 먹고 갈꺼였으니까 재료소진된 게 많아도 들어간거였구요 
자리잡고 주변 테이블 다 나가고 저희만 남은,,, 분위기가 우리 아니였음 조기마감해서 개꿀이였을 분위기 
거기까진 그렇다치는데, 회 딱 두점 먹고 행복한 모먼트에 주방이모님이 홀 중간에 나와서 저를 빤히 쳐다보더라구요 정확히 말하면 째려보고 있었어요 ㅋㅋㅋ 저 무료급식소에 얻어먹으러 왔나요? 정말 체할 것 같아서 일행과 자리를 바꿔앉음 일행한테도 똑같이 째려봄 ㅋㅋㅋ
그냥 애초에 손님을 받질 말던가, 
재료소진 상황에 난 똑같은 금액내고 먹는데 굳이 그렇게 나와서 째려보는지",both
남해바다마차,베니스가면,방어회의 여러부위를 이렇게 맛있게 먹을 수 있었고 부재료로 나오는 다양한 찬들과 조화롭게 먹으니 더욱 맛났어요. 입이 호강했습니다.,both
남해바다마차,샤랄라 쏘,"방어맛집으로 유명한집
지난전 방문보다 밑반찬 구성이
더 좋아짐
기본 미역국 자체도 전문점 같은 비주얼
방어는 부위별 맛보게 플레이팅 되어 나와 방어가 금방 질릴꺼라는 생각은 안해도 됨
이집은 어떤메뉴를 시켜도 싱싱그자체
콜키지가 있어 술을 가져와도 되짐만 워낙 술에 대해 잘아시는 대표님의 라인업을 신뢰해도 좋음
이집 생맥주도 무조건 강추
너무 맛나서 식전주로 최고
역시 석계역 대표맛집 다운 곳 또 가야지^^",both
남해바다마차,띠로롱,"블루리본을 11년연속으로 받은 이유가 있네요 
사실 다른리뷰사진보고 양 좀 적을거라 생각했는데 딱 ! 적당합니다 오히려 배불렀어요 :) 와사비는 엄청 매우니 드실때 조심하세요~ 그리구 정말 친절하게 안내해주셨습니다 설명도 쫙 해주시고 음식도 너무 맛있었어요 감사합니다 명단적어놓고 카페가서 기다려도 되니 한번쯤은 꼭 먹어볼 맛입니다 여기 먹으면 다른방어 만족안돼요,,",both
